"","GeneID","X.x","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.y","Protein_product","Replicon_Name","Replicon_Accession","Start","Stop","Strand","Gene","Length","Protein_name","Sequence_Length","Sequence_Description","Annotation_GO_ID","Enzyme_Code","Enzyme_Name"
"11","LOC111100411","MSTRG.49127|LOC111100411",0.366326779767865,-18.6815471535905,4.62254893758018,-4.04139521416728,5.31341228046436e-05,0.0117045699614927,1937,"XP_022287983.1","6","NC_035785.1",16004977,16009279,"+",111100411,659,"uncharacterized protein LOC111100411",1980,"uncharacterized protein LOC111100411","","",""
"12","LOC111100411","MSTRG.49127|LOC111100411",0.366326779767865,-18.6815471535905,4.62254893758018,-4.04139521416728,5.31341228046436e-05,0.0117045699614927,1938,"XP_022287984.1","6","NC_035785.1",16004977,16009279,"+",111100411,659,"uncharacterized protein LOC111100411",1980,"uncharacterized protein LOC111100411","","",""
"13","LOC111100470","MSTRG.53324|LOC111100470",1.71584030644692,16.58803043337,3.13549770520712,5.29039788669666,1.2205054928849e-07,5.98803345196786e-05,2052,"XP_022288098.1","6","NC_035785.1",50080892,50084943,"-",111100470,859,"baculoviral IAP repeat-containing protein 3-like",2580,"baculoviral IAP repeat-containing protein 3-like","","",""
"14","LOC111100470","MSTRG.53324|LOC111100470",1.71584030644692,16.58803043337,3.13549770520712,5.29039788669666,1.2205054928849e-07,5.98803345196786e-05,2050,"XP_022288096.1","6","NC_035785.1",50080892,50084943,"-",111100470,859,"baculoviral IAP repeat-containing protein 3-like",2580,"baculoviral IAP repeat-containing protein 3-like","","",""
"15","LOC111100470","MSTRG.53324|LOC111100470",1.71584030644692,16.58803043337,3.13549770520712,5.29039788669666,1.2205054928849e-07,5.98803345196786e-05,2051,"XP_022288097.1","6","NC_035785.1",50080892,50084943,"-",111100470,859,"baculoviral IAP repeat-containing protein 3-like",2580,"baculoviral IAP repeat-containing protein 3-like","","",""
"16","LOC111100621","MSTRG.50910|LOC111100621",114.313268227047,-3.644305015593,0.78673911591079,-4.63216451539221,3.61862417289172e-06,0.00119568473780068,2345,"XP_022288391.1","6","NC_035785.1",31285764,31296253,"-",111100621,135,"uncharacterized protein LOC111100621 isoform X1",408,"uncharacterized protein LOC111100621 isoform X1","","",""
"17","LOC111100621","MSTRG.50910|LOC111100621",114.313268227047,-3.644305015593,0.78673911591079,-4.63216451539221,3.61862417289172e-06,0.00119568473780068,2346,"XP_022288392.1","6","NC_035785.1",31285764,31296253,"-",111100621,132,"uncharacterized protein LOC111100621 isoform X2",399,"uncharacterized protein LOC111100621 isoform X2","GO:0008219","",""
"18","LOC111100935","MSTRG.47663|LOC111100935",15.4580911224016,6.35724969649192,1.32670951623317,4.791741989265,1.65339441341761e-06,0.000584565861835863,2780,"XP_022288826.1","6","NC_035785.1",2521293,2531181,"-",111100935,364,"uncharacterized protein LOC111100935",1095,"uncharacterized protein LOC111100935","","",""
"19","LOC111101076","MSTRG.53232|LOC111101076",7.00956312831164,-15.2795247396311,3.64619733678775,-4.19053696997437,2.78295063717216e-05,0.00674155478970767,3018,"XP_022289064.1","6","NC_035785.1",49390987,49394228,"-",111101076,727,"gastrula zinc finger protein 5-1-like isoform X1",2184,"gastrula zinc finger protein 5-1-like isoform X1","GO:0003674","",""
"20","LOC111101076","MSTRG.53232|LOC111101076",7.00956312831164,-15.2795247396311,3.64619733678775,-4.19053696997437,2.78295063717216e-05,0.00674155478970767,3020,"XP_022289066.1","6","NC_035785.1",49390987,49394691,"-",111101076,719,"gastrula zinc finger protein 5-1-like isoform X2",2160,"gastrula zinc finger protein 5-1-like isoform X2","GO:0003674","",""
"21","LOC111101076","MSTRG.53232|LOC111101076",7.00956312831164,-15.2795247396311,3.64619733678775,-4.19053696997437,2.78295063717216e-05,0.00674155478970767,3019,"XP_022289065.1","6","NC_035785.1",49390987,49394691,"-",111101076,719,"gastrula zinc finger protein 5-1-like isoform X2",2160,"gastrula zinc finger protein 5-1-like isoform X2","GO:0003674","",""
"22","LOC111101671","MSTRG.8049|LOC111101671",1.4792017491408,15.6840064038699,4.367202215903,3.59131673517595,0.000329011493550667,0.049394334862975,3920,"XP_022289966.1","1","NC_035780.1",62798266,62800387,"-",111101671,244,"LOW QUALITY PROTEIN: DNA damage-regulated autophagy modulator protein 2-like",732,"LOW QUALITY PROTEIN: DNA damage-regulated autophagy modulator protein 2-like","GO:0006914","",""
"23","LOC111101706","MSTRG.52262|LOC111101706",0.48502340194332,-17.9995827588103,4.619148328901,-3.89673192484227,9.7499437632746e-05,0.0191507853734697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","LOC111102300","MSTRG.50824|LOC111102300",2.35537022881932,17.3291894088485,3.8498673352047,4.50124326373107,6.755713219048e-06,0.00204146682663292,4648,"XP_022290694.1","6","NC_035785.1",30609157,30609924,"-",111102300,112,"uncharacterized protein LOC111102300",339,"uncharacterized protein LOC111102300","","",""
"25","LOC111102644","MSTRG.6926|LOC111102644",0.710035101570655,-18.2651208790007,4.62844337624549,-3.946277267373,7.93756912277524e-05,0.0161285474207058,5133,"XP_022291179.1","1","NC_035780.1",55485119,55489942,"-",111102644,381,"histone-lysine N-methyltransferase KMT5B-like",1146,"histone-lysine N-methyltransferase KMT5B-like","GO:0006464;GO:0008168;GO:0051276","EC:2.1.1.43","Histone-lysine N-methyltransferase"
"26","LOC111102644","MSTRG.6926|LOC111102644",0.710035101570655,-18.2651208790007,4.62844337624549,-3.946277267373,7.93756912277524e-05,0.0161285474207058,5140,"XP_022291186.1","1","NC_035780.1",55485119,55489942,"-",111102644,381,"histone-lysine N-methyltransferase KMT5B-like",1146,"histone-lysine N-methyltransferase KMT5B-like","GO:0006464;GO:0008168;GO:0051276","EC:2.1.1.43","Histone-lysine N-methyltransferase"
"27","LOC111102770","MSTRG.58967|LOC111102770",48.2891303043652,-3.5320646525688,0.776547905204565,-4.54841823523864,5.40506356919063e-06,0.00167630460544315,5299,"XP_022291345.1","7","NC_035786.1",49103066,49126987,"+",111102770,861,"baculoviral IAP repeat-containing protein 2-like",2586,"baculoviral IAP repeat-containing protein 2-like","","",""
"28","LOC111102870","MSTRG.58157|LOC111102870",33.9071841486709,-4.43042735773397,1.19109988042645,-3.71961027831499,0.000199530415324267,0.0336730195656187,5452,"XP_022291498.1","7","NC_035786.1",41808026,41809165,"+",111102870,379,"uncharacterized protein LOC111102870",1140,"uncharacterized protein LOC111102870","GO:0003674;GO:0005575;GO:0007165","",""
"29","LOC111102870","MSTRG.58157|LOC111102870",33.9071841486709,-4.43042735773397,1.19109988042645,-3.71961027831499,0.000199530415324267,0.0336730195656187,5453,"XP_022291499.1","7","NC_035786.1",41808026,41809165,"+",111102870,379,"uncharacterized protein LOC111102870",1140,"uncharacterized protein LOC111102870","GO:0003674;GO:0005575;GO:0007165","",""
"30","LOC111102913","MSTRG.58410|LOC111102913",0.486124798019704,-17.8822302398948,4.62706213156368,-3.86470501831183,0.000111223534380949,0.0214883260645116,5520,"XP_022291566.1","7","NC_035786.1",43879292,43882596,"-",111102913,198,"probable insulin-like peptide 3",597,"probable insulin-like peptide 3","GO:0003674;GO:0005576;GO:0007165","",""
"31","LOC111102913","MSTRG.58410|LOC111102913",0.486124798019704,-17.8822302398948,4.62706213156368,-3.86470501831183,0.000111223534380949,0.0214883260645116,5519,"XP_022291565.1","7","NC_035786.1",43879292,43882596,"-",111102913,198,"probable insulin-like peptide 3",597,"probable insulin-like peptide 3","GO:0003674;GO:0005576;GO:0007165","",""
"32","LOC111103265","MSTRG.59400|LOC111103265",12.2523544217878,19.1655801763829,3.03121989307611,6.32272842368208,2.56984727462295e-10,2.08869506478004e-07,6056,"XP_022292102.1","7","NC_035786.1",52174480,52182592,"+",111103265,466,"uncharacterized protein LOC111103265",1401,"uncharacterized protein LOC111103265","GO:0003674;GO:0007165","",""
"33","LOC111103835","MSTRG.55344|LOC111103835",43.9622234500479,-2.78317166419426,0.733796689436816,-3.79283758602172,0.000148935573030141,0.0272833764366173,7035,"XP_022293081.1","7","NC_035786.1",16133541,16166520,"+",111103835,833,"PR domain zinc finger protein 1-like isoform X1",2502,"PR domain zinc finger protein 1-like isoform X1","GO:0003674","",""
"34","LOC111103835","MSTRG.55344|LOC111103835",43.9622234500479,-2.78317166419426,0.733796689436816,-3.79283758602172,0.000148935573030141,0.0272833764366173,7036,"XP_022293082.1","7","NC_035786.1",16129627,16166520,"+",111103835,822,"PR domain zinc finger protein 1-like isoform X2",2469,"PR domain zinc finger protein 1-like isoform X2","GO:0003674","",""
"35","LOC111103835","MSTRG.55344|LOC111103835",43.9622234500479,-2.78317166419426,0.733796689436816,-3.79283758602172,0.000148935573030141,0.0272833764366173,7037,"XP_022293083.1","7","NC_035786.1",16144046,16166520,"+",111103835,810,"PR domain zinc finger protein 1-like isoform X3",2433,"PR domain zinc finger protein 1-like isoform X3","GO:0003674","",""
"36","LOC111103835","MSTRG.55344|LOC111103835",43.9622234500479,-2.78317166419426,0.733796689436816,-3.79283758602172,0.000148935573030141,0.0272833764366173,7038,"XP_022293084.1","7","NC_035786.1",16160631,16166520,"+",111103835,681,"PR domain zinc finger protein 1-like isoform X4",2046,"PR domain zinc finger protein 1-like isoform X4","GO:0003674","",""
"37","LOC111103848","MSTRG.57545|LOC111103848",5.52665810217898,20.0139113853016,4.61953629266278,4.33245029746595,1.47458959046115e-05,0.00391991370417664,7063,"XP_022293109.1","7","NC_035786.1",35412675,35414824,"-",111103848,319,"uncharacterized protein LOC111103848 isoform X1",960,"uncharacterized protein LOC111103848 isoform X1","GO:0003674","",""
"38","LOC111103848","MSTRG.57545|LOC111103848",5.52665810217898,20.0139113853016,4.61953629266278,4.33245029746595,1.47458959046115e-05,0.00391991370417664,7064,"XP_022293110.1","7","NC_035786.1",35395038,35414824,"-",111103848,319,"uncharacterized protein LOC111103848 isoform X2",960,"uncharacterized protein LOC111103848 isoform X2","GO:0003674","",""
"39","LOC111104021","MSTRG.59507|LOC111104021",41.0317928938909,-3.93412953981721,0.943297777984838,-4.17061253787925,3.03781990186674e-05,0.00720829808996304,7380,"XP_022293426.1","7","NC_035786.1",52922931,52937295,"+",111104021,858,"armadillo repeat-containing protein 2-like isoform X2",2577,"armadillo repeat-containing protein 2-like isoform X2","GO:0003674","",""
"40","LOC111104021","MSTRG.59507|LOC111104021",41.0317928938909,-3.93412953981721,0.943297777984838,-4.17061253787925,3.03781990186674e-05,0.00720829808996304,7379,"XP_022293425.1","7","NC_035786.1",52922931,52937295,"+",111104021,868,"armadillo repeat-containing protein 2-like isoform X1",2607,"armadillo repeat-containing protein 2-like isoform X1","GO:0003674","",""
"41","LOC111104129","MSTRG.55852|LOC111104129",1.13816239196325,-19.1943497930038,4.61409858722372,-4.15993491039666,3.1833830271595e-05,0.00747841186822176,7579,"XP_022293625.1","7","NC_035786.1",20681960,20688265,"+",111104129,1012,"uncharacterized protein LOC111104129 isoform X2",3039,"uncharacterized protein LOC111104129 isoform X2","","",""
"42","LOC111104129","MSTRG.55852|LOC111104129",1.13816239196325,-19.1943497930038,4.61409858722372,-4.15993491039666,3.1833830271595e-05,0.00747841186822176,7578,"XP_022293624.1","7","NC_035786.1",20681960,20688265,"+",111104129,1012,"uncharacterized protein LOC111104129 isoform X2",3039,"uncharacterized protein LOC111104129 isoform X2","","",""
"43","LOC111104129","MSTRG.55852|LOC111104129",1.13816239196325,-19.1943497930038,4.61409858722372,-4.15993491039666,3.1833830271595e-05,0.00747841186822176,7576,"XP_022293622.1","7","NC_035786.1",20681960,20688265,"+",111104129,1012,"uncharacterized protein LOC111104129 isoform X2",3039,"uncharacterized protein LOC111104129 isoform X2","","",""
"44","LOC111104129","MSTRG.55852|LOC111104129",1.13816239196325,-19.1943497930038,4.61409858722372,-4.15993491039666,3.1833830271595e-05,0.00747841186822176,7575,"XP_022293621.1","7","NC_035786.1",20681921,20688265,"+",111104129,1025,"uncharacterized protein LOC111104129 isoform X1",3078,"uncharacterized protein LOC111104129 isoform X1","","",""
"45","LOC111104129","MSTRG.55852|LOC111104129",1.13816239196325,-19.1943497930038,4.61409858722372,-4.15993491039666,3.1833830271595e-05,0.00747841186822176,7577,"XP_022293623.1","7","NC_035786.1",20681960,20688265,"+",111104129,1012,"uncharacterized protein LOC111104129 isoform X2",3039,"uncharacterized protein LOC111104129 isoform X2","","",""
"46","LOC111104213","MSTRG.56530|LOC111104213",1.46480997196531,17.6237278231473,3.86931996803451,4.55473519087117,5.24516109573181e-06,0.00163387923453873,7714,"XP_022293760.1","7","NC_035786.1",27143370,27145091,"+",111104213,149,"uncharacterized protein LOC111104213",450,"uncharacterized protein LOC111104213","","",""
"47","LOC111104281","MSTRG.694|LOC111104281",5.29589244449689,23.9675026419366,4.02205655400432,5.95901681642811,2.53759987997967e-09,1.72534831839656e-06,7805,"XP_022293851.1","1","NC_035780.1",5357048,5360503,"-",111104281,335,"uncharacterized protein LOC111104281",1008,"uncharacterized protein LOC111104281","","",""
"48","LOC111104281","MSTRG.694|LOC111104281",5.29589244449689,23.9675026419366,4.02205655400432,5.95901681642811,2.53759987997967e-09,1.72534831839656e-06,7815,"XP_022293861.1","1","NC_035780.1",5357048,5360503,"-",111104281,335,"uncharacterized protein LOC111104281",1008,"uncharacterized protein LOC111104281","","",""
"49","LOC111104325","MSTRG.54550|LOC111104325",1.64461415508465,16.6486116986897,4.63152119445932,3.59463143958111,0.000324851113480978,0.0489777123355084,7873,"XP_022293919.1","7","NC_035786.1",10175989,10182226,"-",111104325,423,"cell wall integrity and stress response component 2-like isoform X1",1272,"cell wall integrity and stress response component 2-like isoform X1","","",""
"50","LOC111104325","MSTRG.54550|LOC111104325",1.64461415508465,16.6486116986897,4.63152119445932,3.59463143958111,0.000324851113480978,0.0489777123355084,7874,"XP_022293920.1","7","NC_035786.1",10175989,10182226,"-",111104325,412,"uncharacterized protein LOC111104325 isoform X2",1239,"uncharacterized protein LOC111104325 isoform X2","","",""
"51","LOC111105326","MSTRG.57797|LOC111105326",87.0831717677354,7.62847189707216,1.52980905270202,4.98655167688963,6.14664713029521e-07,0.00024979055473006,9217,"XP_022295263.1","7","NC_035786.1",37832389,37842650,"+",111105326,505,"protein GDAP2 homolog",1518,"protein GDAP2 homolog","","",""
"52","LOC111105796","MSTRG.63556|LOC111105796",1492.76032108566,-2.15434398145949,0.523501449486384,-4.11525886618491,3.8674512356191e-05,0.00882165626844716,9844,"XP_022295890.1","8","NC_035787.1",32605255,32607558,"+",111105796,226,"5\'-3\' exoribonuclease 2-like",681,"5'-3' exoribonuclease 2-like","GO:0005576;GO:0030234","",""
"53","LOC111105842","MSTRG.64071|LOC111105842",15.7968921040111,-18.4835918833467,2.2421781105964,-8.2435876953728,1.67122333873276e-16,5.62732730976821e-13,9946,"XP_022295992.1","8","NC_035787.1",37015977,37017221,"+",111105842,414,"leukocyte elastase inhibitor-like",1245,"leukocyte elastase inhibitor-like","GO:0005615","",""
"54","LOC111105842","MSTRG.64071|LOC111105842",15.7968921040111,-18.4835918833467,2.2421781105964,-8.2435876953728,1.67122333873276e-16,5.62732730976821e-13,9942,"XP_022295988.1","8","NC_035787.1",37015977,37017221,"+",111105842,414,"leukocyte elastase inhibitor-like",1245,"leukocyte elastase inhibitor-like","GO:0005615","",""
"55","LOC111105842","MSTRG.64071|LOC111105842",15.7968921040111,-18.4835918833467,2.2421781105964,-8.2435876953728,1.67122333873276e-16,5.62732730976821e-13,9944,"XP_022295990.1","8","NC_035787.1",37015977,37017221,"+",111105842,414,"leukocyte elastase inhibitor-like",1245,"leukocyte elastase inhibitor-like","GO:0005615","",""
"56","LOC111105842","MSTRG.64071|LOC111105842",15.7968921040111,-18.4835918833467,2.2421781105964,-8.2435876953728,1.67122333873276e-16,5.62732730976821e-13,9947,"XP_022295993.1","8","NC_035787.1",37015977,37017221,"+",111105842,414,"leukocyte elastase inhibitor-like",1245,"leukocyte elastase inhibitor-like","GO:0005615","",""
"57","LOC111105842","MSTRG.64071|LOC111105842",15.7968921040111,-18.4835918833467,2.2421781105964,-8.2435876953728,1.67122333873276e-16,5.62732730976821e-13,9943,"XP_022295989.1","8","NC_035787.1",37015977,37017221,"+",111105842,414,"leukocyte elastase inhibitor-like",1245,"leukocyte elastase inhibitor-like","GO:0005615","",""
"58","LOC111106368","MSTRG.64132|LOC111106368",1.88898475685463,17.5128610395394,2.91159849241172,6.01486128158873,1.80040806082909e-09,1.26048172662659e-06,10684,"XP_022296730.1","8","NC_035787.1",37694891,37697614,"+",111106368,250,"uncharacterized protein LOC111106368",753,"uncharacterized protein LOC111106368","","",""
"59","LOC111106385","MSTRG.65579|LOC111106385",0.732246290045254,-17.5003591375436,4.63638161120324,-3.7745726312209,0.000160282205831687,0.028548400646258,10703,"XP_022296749.1","8","NC_035787.1",48538704,48543685,"+",111106385,651,"uncharacterized protein LOC111106385 isoform X2",1956,"uncharacterized protein LOC111106385 isoform X2","","",""
"60","LOC111106385","MSTRG.65579|LOC111106385",0.732246290045254,-17.5003591375436,4.63638161120324,-3.7745726312209,0.000160282205831687,0.028548400646258,10702,"XP_022296748.1","8","NC_035787.1",48538704,48544757,"+",111106385,1057,"uncharacterized protein LOC111106385 isoform X1",3174,"uncharacterized protein LOC111106385 isoform X1","","",""
"61","LOC111106409","MSTRG.62159|LOC111106409",4.83051699300309,27.6731483985833,2.93930254137344,9.41486900686738,4.73672656606381e-21,2.57645132471491e-17,10734,"XP_022296780.1","8","NC_035787.1",20811949,20837621,"-",111106409,662,"multiple epidermal growth factor-like domains protein 11 isoform X2",1989,"multiple epidermal growth factor-like domains protein 11 isoform X2","","",""
"62","LOC111106409","MSTRG.62159|LOC111106409",4.83051699300309,27.6731483985833,2.93930254137344,9.41486900686738,4.73672656606381e-21,2.57645132471491e-17,10735,"XP_022296781.1","8","NC_035787.1",20811949,20830510,"-",111106409,580,"protein draper-like isoform X3",1743,"protein draper-like isoform X3","","",""
"63","LOC111106409","MSTRG.62159|LOC111106409",4.83051699300309,27.6731483985833,2.93930254137344,9.41486900686738,4.73672656606381e-21,2.57645132471491e-17,10733,"XP_022296779.1","8","NC_035787.1",20811949,20830510,"-",111106409,664,"multiple epidermal growth factor-like domains protein 11 isoform X1",1995,"multiple epidermal growth factor-like domains protein 11 isoform X1","","",""
"64","LOC111106852","MSTRG.68428|LOC111106852",20.4805827360961,24.0926254937111,2.08291157807733,11.5668018495294,6.07034447941501e-31,1.43080042827971e-26,11360,"XP_022297406.1","8","NC_035787.1",71508654,71510957,"-",111106852,166,"complement C1q-like protein 4",501,"complement C1q-like protein 4","GO:0003674","",""
"65","LOC111107019","MSTRG.61974|LOC111107019",60.9738670135954,-3.40881392619388,0.911888134003014,-3.73819309527567,0.000185347571774008,0.0318883507243597,11615,"XP_022297661.1","8","NC_035787.1",19109107,19113681,"+",111107019,725,"uncharacterized protein LOC111107019 isoform X3",2178,"uncharacterized protein LOC111107019 isoform X3","GO:0003674","",""
"66","LOC111107019","MSTRG.61974|LOC111107019",60.9738670135954,-3.40881392619388,0.911888134003014,-3.73819309527567,0.000185347571774008,0.0318883507243597,11611,"XP_022297657.1","8","NC_035787.1",19105611,19113681,"+",111107019,741,"uncharacterized protein LOC111107019 isoform X1",2226,"uncharacterized protein LOC111107019 isoform X1","GO:0003674","",""
"67","LOC111107019","MSTRG.61974|LOC111107019",60.9738670135954,-3.40881392619388,0.911888134003014,-3.73819309527567,0.000185347571774008,0.0318883507243597,11612,"XP_022297658.1","8","NC_035787.1",19105611,19113681,"+",111107019,741,"uncharacterized protein LOC111107019 isoform X1",2226,"uncharacterized protein LOC111107019 isoform X1","GO:0003674","",""
"68","LOC111107019","MSTRG.61974|LOC111107019",60.9738670135954,-3.40881392619388,0.911888134003014,-3.73819309527567,0.000185347571774008,0.0318883507243597,11616,"XP_022297662.1","8","NC_035787.1",19111774,19113681,"+",111107019,635,"NACHT, LRR and PYD domains-containing protein 14-like isoform X4",1908,"NACHT%2C LRR and PYD domains-containing protein 14-like isoform X4","GO:0003674","",""
"69","LOC111107019","MSTRG.61974|LOC111107019",60.9738670135954,-3.40881392619388,0.911888134003014,-3.73819309527567,0.000185347571774008,0.0318883507243597,11614,"XP_022297660.1","8","NC_035787.1",19111132,19113681,"+",111107019,741,"uncharacterized protein LOC111107019 isoform X2",2226,"uncharacterized protein LOC111107019 isoform X2","GO:0003674","",""
"70","LOC111107019","MSTRG.61974|LOC111107019",60.9738670135954,-3.40881392619388,0.911888134003014,-3.73819309527567,0.000185347571774008,0.0318883507243597,11613,"XP_022297659.1","8","NC_035787.1",19105611,19113681,"+",111107019,741,"uncharacterized protein LOC111107019 isoform X1",2226,"uncharacterized protein LOC111107019 isoform X1","GO:0003674","",""
"71","LOC111107166","MSTRG.4669|LOC111107166",0.384059005730689,-20.3928421139411,4.6488882479295,-4.38660622204106,1.15132951500737e-05,0.00315549074944519,11870,"XP_022297916.1","1","NC_035780.1",35903251,35904456,"-",111107166,274,"uncharacterized protein LOC111107166",825,"uncharacterized protein LOC111107166","","",""
"72","LOC111107282","MSTRG.63155|LOC111107282",9.67695368036233,17.7795413579675,2.66157991428145,6.68007045836439,2.38827397586925e-11,2.48348883981897e-08,12072,"XP_022298118.1","8","NC_035787.1",28492481,28496323,"-",111107282,295,"uncharacterized protein LOC111107282",888,"uncharacterized protein LOC111107282","","",""
"73","LOC111107282","MSTRG.63155|LOC111107282",9.67695368036233,17.7795413579675,2.66157991428145,6.68007045836439,2.38827397586925e-11,2.48348883981897e-08,12073,"XP_022298119.1","8","NC_035787.1",28492481,28496323,"-",111107282,295,"uncharacterized protein LOC111107282",888,"uncharacterized protein LOC111107282","","",""
"74","LOC111107894","MSTRG.63295|LOC111107894",1.14856824293508,15.2595369962084,4.07929727271082,3.74072688898888,0.000183488821150699,0.0317229291745405,12958,"XP_022299004.1","8","NC_035787.1",29119416,29129495,"+",111107894,182,"complement C1q tumor necrosis factor-related protein 3-like",549,"complement C1q tumor necrosis factor-related protein 3-like","GO:0003674","",""
"75","LOC111107955","MSTRG.64831|LOC111107955",1.4853473996763,16.671845149154,3.38009994394186,4.93235271904752,8.12450356157644e-07,0.000315654819419028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","LOC111108150","MSTRG.68802|LOC111108150",2.59040029165938,17.6341806495095,3.12279159352939,5.64692843609821,1.63339782001576e-08,9.31445106863988e-06,13430,"XP_022299476.1","8","NC_035787.1",74992762,75001595,"-",111108150,680,"WD repeat-containing protein 48-like isoform X2",2043,"WD repeat-containing protein 48-like isoform X2","GO:0003674","",""
"77","LOC111108150","MSTRG.68802|LOC111108150",2.59040029165938,17.6341806495095,3.12279159352939,5.64692843609821,1.63339782001576e-08,9.31445106863988e-06,13429,"XP_022299475.1","8","NC_035787.1",74992762,75001595,"-",111108150,681,"WD repeat-containing protein 48-like isoform X1",2046,"WD repeat-containing protein 48-like isoform X1","GO:0003674","",""
"78","LOC111108225","MSTRG.65046|LOC111108225",4.72476895114247,28.6563780572008,3.82647477657025,7.48897607601273,6.9412990645701e-14,1.14145627477864e-10,13628,"XP_022299674.1","8","NC_035787.1",45210002,45226232,"-",111108225,2629,"uncharacterized protein LOC111108225 isoform X4",7890,"uncharacterized protein LOC111108225 isoform X4","GO:0003677;GO:0006259","",""
"79","LOC111108225","MSTRG.65046|LOC111108225",4.72476895114247,28.6563780572008,3.82647477657025,7.48897607601273,6.9412990645701e-14,1.14145627477864e-10,13629,"XP_022299675.1","8","NC_035787.1",45210002,45226232,"-",111108225,2491,"uncharacterized protein LOC111108225 isoform X5",7476,"uncharacterized protein LOC111108225 isoform X5","GO:0003677;GO:0006259","",""
"80","LOC111108225","MSTRG.65046|LOC111108225",4.72476895114247,28.6563780572008,3.82647477657025,7.48897607601273,6.9412990645701e-14,1.14145627477864e-10,13627,"XP_022299673.1","8","NC_035787.1",45210002,45226232,"-",111108225,2779,"uncharacterized protein LOC111108225 isoform X3",8340,"uncharacterized protein LOC111108225 isoform X3","GO:0003677;GO:0006259","",""
