gene_id	GO_Annotation
LOC111099200	GO:0005515
LOC111099201	GO:0000723; GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006268; GO:0009378; GO:0043138; GO:0044806
LOC111099202	GO:0005634; GO:0008270
LOC111099203	GO:0005739
LOC111099207	GO:0016020; GO:0022857; GO:0055085
LOC111099210	GO:0005515
LOC111099211	GO:0000462; GO:0003723; GO:0005524; GO:0005622; GO:0005730
LOC111099212	GO:0004222; GO:0004222; GO:0005739; GO:0006518; GO:0006627
LOC111099213	GO:0003333; GO:0005774; GO:0015171
LOC111099214	GO:0005634; GO:0005829; GO:0008418; GO:0070773
LOC111099215	GO:0005737
LOC111099216	GO:0005515
LOC111099217	GO:0005044; GO:0007154; GO:0016020
LOC111099218	GO:0005515
LOC111099219	GO:0006656; GO:0016020; GO:0030258; GO:0047184; GO:0071617
LOC111099220	GO:0005783; GO:0006890; GO:0031201
LOC111099221	GO:0006004; GO:0016857; GO:0036065; GO:0042806
LOC111099222	GO:0005576; GO:0005975; GO:0008061; GO:0070492
LOC111099224	GO:0004989; GO:0016020; GO:0071880
LOC111099225	GO:0000785; GO:0004842; GO:0005654; GO:0008270; GO:0045893
LOC111099226	GO:0005739; GO:0006083; GO:0008775
LOC111099228	GO:0004715; GO:0005102; GO:0005524; GO:0006468; GO:0007169; GO:0030154; GO:0031234; GO:0045087
LOC111099229	GO:0004930; GO:0005886; GO:0007189
LOC111099230	GO:0003950
LOC111099262	GO:0005044; GO:0007154; GO:0016020
LOC111099300	GO:0044237
LOC111099316	GO:0005515
LOC111099327	GO:0004017; GO:0004017; GO:0005524; GO:0005524; GO:0005737; GO:0005739; GO:0006172
LOC111099343	GO:0005515
LOC111099359	GO:0000086; GO:0003700; GO:0003700; GO:0006355; GO:0043565
LOC111099375	GO:0000077; GO:0000077; GO:0000725; GO:0005634; GO:0005634; GO:0005694; GO:0071479; GO:0071479
LOC111099410	GO:0005509; GO:0005615; GO:0007165; GO:0009986
LOC111099413	GO:0005634
LOC111099414	GO:0005615; GO:0062023
LOC111099419	GO:0016020; GO:0016020; GO:0022841; GO:0030322; GO:0071805; GO:0071805
LOC111099420	GO:0051213
LOC111099423	GO:0004867
LOC111099424	GO:0005794; GO:0016020; GO:0030140; GO:0044325; GO:2000009
LOC111099426	GO:0000976; GO:0005634; GO:0006357
LOC111099427	GO:0004382; GO:0005886; GO:0009134; GO:0045134
LOC111099430	GO:0005044
LOC111099434	GO:0005634
LOC111099437	GO:0005634
LOC111099439	GO:0051213
LOC111099442	GO:0005634; GO:0006281; GO:0030915
LOC111099443	GO:0005634; GO:0006281; GO:0030915
LOC111099446	GO:0006508; GO:0006508; GO:0008239; GO:0070008
LOC111099453	GO:0005737; GO:0006446
LOC111099454	GO:0009226; GO:0050577
LOC111099456	GO:0005515; GO:0005615
LOC111099458	GO:0005515; GO:0005634; GO:0005694; GO:0007088; GO:0051983
LOC111099461	GO:0016020; GO:0022857; GO:0055085
LOC111099464	GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0035556
LOC111099465	GO:0005576; GO:0008061
LOC111099468	GO:0005506; GO:0005737; GO:0006082; GO:0006805; GO:0016712; GO:0020037; GO:0020037; GO:0043231
LOC111099470	GO:0005634
LOC111099471	GO:0005515
LOC111099473	GO:0005125; GO:0005576
LOC111099477	GO:0005576; GO:0019731; GO:0030414; GO:0045087
LOC111099478	GO:0003677; GO:0005634; GO:0006357
LOC111099480	GO:0004869; GO:0004869; GO:0005829
LOC111099481	GO:0000978; GO:0003700; GO:0006357
LOC111099483	GO:0007268; GO:0007268; GO:0019900; GO:0031594; GO:0031594; GO:0043005; GO:0043005; GO:0098839
LOC111099484	GO:0005524; GO:0005829; GO:0005832; GO:0005832; GO:0006457; GO:0006457; GO:0016887; GO:0051082; GO:0051082; GO:0140662; GO:0140662
LOC111099485	GO:0000009; GO:0000032; GO:0000136; GO:0006487
LOC111099486	GO:0005515; GO:0005737; GO:0007165
LOC111099490	GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0046872
LOC111099491	GO:0005044
LOC111099493	GO:0004869; GO:0004869; GO:0005829
LOC111099496	GO:0004416; GO:0005739; GO:0019243
LOC111099498	GO:0004601; GO:0004601; GO:0006979; GO:0020037
LOC111099500	GO:0008654; GO:0016020; GO:0016780
LOC111099502	GO:0003937; GO:0003937; GO:0004643; GO:0004643; GO:0005829; GO:0006189
LOC111099503	GO:0000978; GO:0000981; GO:0006355; GO:0006355; GO:0009653; GO:0030154
LOC111099508	GO:0000209; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111099510	GO:0016020; GO:0043005
LOC111099511	GO:0000139; GO:0006506; GO:0016757
LOC111099514	GO:0008270
LOC111099519	GO:0005515; GO:0006623; GO:0007005; GO:0019898; GO:0045053
LOC111099522	GO:0005164; GO:0006955; GO:0016020
LOC111099523	GO:0005164; GO:0006955; GO:0016020
LOC111099524	GO:0000973; GO:0005643; GO:0005643; GO:0006355; GO:0006406; GO:0006606; GO:0017056; GO:0017056; GO:0031080
LOC111099527	GO:0008270; GO:0008745; GO:0009253; GO:0042834; GO:0045087
LOC111099529	GO:0005044
LOC111099531	GO:0006511; GO:0031625
LOC111099533	GO:0008270
LOC111099544	GO:0005524; GO:0005829; GO:0005832; GO:0005832; GO:0006457; GO:0006457; GO:0016887; GO:0051082; GO:0051082; GO:0140662; GO:0140662
LOC111099545	GO:0005576; GO:0008061
LOC111099548	GO:0003777; GO:0003777; GO:0005524; GO:0007018; GO:0007018; GO:0008017
LOC111099549	GO:0005515
LOC111099552	GO:0003677; GO:0003906; GO:0004519; GO:0005634; GO:0006284; GO:0008081; GO:0008311
LOC111099553	GO:0005515; GO:0035556
LOC111099556	GO:0000209; GO:0005515; GO:0008270; GO:0043161; GO:0061630
LOC111099557	GO:0004103; GO:0004305; GO:0005737; GO:0006646; GO:0006657
LOC111099558	GO:0000209; GO:0005515; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111099559	GO:0000209; GO:0005515; GO:0043161; GO:0061630
LOC111099563	GO:0005911; GO:0050839; GO:0098609
LOC111099564	GO:0005911; GO:0050839; GO:0098609
LOC111099566	GO:0005112; GO:0005509; GO:0007219
LOC111099569	GO:0005515
LOC111099570	GO:0005524; GO:0140662
LOC111099571	GO:0003729; GO:0005737; GO:0006398; GO:0051028; GO:0071204; GO:0071207
LOC111099572	GO:0043565
LOC111099573	GO:0000502; GO:0005634; GO:0008540; GO:0030234; GO:0034515; GO:0042176; GO:0043161
LOC111099578	GO:0000009; GO:0000032; GO:0000136; GO:0006487
LOC111099580	GO:0005515; GO:0006338; GO:0090537
LOC111099581	GO:0005044
LOC111099582	GO:0031083
LOC111099584	GO:0004729; GO:0004729; GO:0005743; GO:0006783
LOC111099585	GO:0004843; GO:0006302; GO:0008237; GO:0008237; GO:0031593; GO:0070531; GO:0070531; GO:0070537; GO:0070552; GO:0070552
LOC111099586	GO:0005515
LOC111099592	GO:0005576; GO:0005681; GO:0008061; GO:0045292
LOC111099594	GO:0006338; GO:0090537
LOC111099597	GO:0005634; GO:0006367; GO:0016251; GO:0017025; GO:0070897; GO:0097550
LOC111099598	GO:0005515; GO:0031080
LOC111099601	GO:0005515; GO:0008270
LOC111099603	GO:0006623; GO:0019898; GO:0045053
LOC111099610	GO:0003713; GO:0005515; GO:0005634; GO:0005737; GO:0035329; GO:0045944
LOC111099612	GO:0007165
LOC111099613	GO:0031410
LOC111099614	GO:0044237
LOC111099617	GO:0000815; GO:0005771; GO:0015031; GO:0032509; GO:0045324
LOC111099618	GO:0005044
LOC111099620	GO:0004725; GO:0006470
LOC111099622	GO:0004497; GO:0005506; GO:0016705; GO:0020037
LOC111099623	GO:0004825; GO:0004825; GO:0005524; GO:0006431; GO:0006431
LOC111099625	GO:0000049; GO:0000049; GO:0002143; GO:0002144; GO:0005739
LOC111099630	GO:0000813; GO:0008333; GO:0015031; GO:0036211; GO:0043130
LOC111099633	GO:0005794; GO:0016020; GO:0030140; GO:0044325; GO:2000009
LOC111099634	GO:0005515
LOC111099639	GO:0005737; GO:0006470; GO:0017017
LOC111099643	GO:0005737; GO:0008146; GO:0008146; GO:0051923
LOC111099648	GO:0004843; GO:0071108; GO:1990380
LOC111099650	GO:0006486; GO:0006486; GO:0016020; GO:0016020; GO:0036065; GO:0046920
LOC111099652	GO:0005737; GO:0008146; GO:0008146; GO:0051923
LOC111099653	GO:0043565
LOC111099655	GO:0016624
LOC111099656	GO:0005515
LOC111099657	GO:0004739; GO:0006086; GO:0043231
LOC111099658	GO:0016624
LOC111099659	GO:0000978; GO:0000981; GO:0005515; GO:0005634; GO:0006357
LOC111099660	GO:0000049; GO:0000049; GO:0002143; GO:0002144; GO:0005739
LOC111099664	GO:0005643; GO:0005643; GO:0006999; GO:0017056; GO:0044611
LOC111099665	GO:0005515
LOC111099666	GO:0003723; GO:0003724; GO:0003724; GO:0005524
LOC111099668	GO:0007218; GO:0008528; GO:0016020
LOC111099669	GO:0007218; GO:0008528; GO:0016020
LOC111099670	GO:0005777; GO:0019166; GO:0033306
LOC111099674	GO:0008270
LOC111099678	GO:0005381; GO:0005384; GO:0015086; GO:0016020; GO:0016020; GO:0030001; GO:0030001
LOC111099684	GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0046872
LOC111099687	GO:0004497; GO:0005506; GO:0016705; GO:0020037
LOC111099690	GO:0009226; GO:0050577
LOC111099692	GO:0005515
LOC111099693	GO:0003713; GO:0042393; GO:0042800; GO:0044666; GO:0045944
LOC111099694	GO:0003677; GO:0006310; GO:0015074
LOC111099696	GO:0000030; GO:0005515; GO:0005783; GO:0035269
LOC111099700	GO:0004252; GO:0005777; GO:0016485; GO:0031998
LOC111099701	GO:0005515; GO:0015347; GO:0016020; GO:0016020; GO:0043252; GO:0055085; GO:0055085
LOC111099702	GO:0008270
LOC111099705	GO:0005515; GO:0005525
LOC111099707	GO:0005515
LOC111099708	GO:0005515; GO:0005615
LOC111099713	GO:0004222; GO:0004222; GO:0005789; GO:0071586; GO:0071586
LOC111099715	GO:0004558; GO:0005975; GO:0030246
LOC111099716	GO:0004558; GO:0005975; GO:0030246
LOC111099717	GO:0004222; GO:0004222; GO:0006508; GO:0008270; GO:0030198; GO:0030574; GO:0031012
LOC111099718	GO:0004558; GO:0005975; GO:0030246
LOC111099721	GO:0000045; GO:0002218; GO:0002218; GO:0005776; GO:0005789; GO:0007165; GO:0016239; GO:0032481; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709
LOC111099722	GO:0005515; GO:0016020
LOC111099723	GO:0005515
LOC111099724	GO:0005515; GO:0008175; GO:0030488; GO:0031591
LOC111099725	GO:0000813; GO:0008333; GO:0015031; GO:0036211; GO:0043130
LOC111099729	GO:0003677; GO:0006302; GO:0006308; GO:0008821; GO:0043130
LOC111099731	GO:0005515; GO:0005680; GO:0010997; GO:0031145; GO:1904668; GO:1905786; GO:1990757
LOC111099735	GO:0016192; GO:0043621; GO:0046872; GO:0071782; GO:0071787; GO:0072659
LOC111099736	GO:0004674; GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0005956; GO:0006468; GO:0006468
LOC111099737	GO:0005737; GO:0006979; GO:0030091; GO:0033743; GO:0033743
LOC111099738	GO:0007218; GO:0008528; GO:0016020
LOC111099740	GO:0006486; GO:0006486; GO:0016020; GO:0016020; GO:0016758; GO:0016758
LOC111099741	GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0016538; GO:0016538; GO:0044772; GO:0044772
LOC111099746	GO:0005524; GO:0016020; GO:0016020; GO:0016887; GO:0055085; GO:0055085; GO:0140359
LOC111099747	GO:0000978; GO:0000981; GO:0000981; GO:0005634; GO:0006357
LOC111099748	GO:0005524; GO:0016020; GO:0016020; GO:0016887; GO:0055085; GO:0055085; GO:0140359
LOC111099749	GO:0008270
LOC111099754	GO:0000776; GO:0034508
LOC111099755	GO:0008270; GO:0008745; GO:0009253
LOC111099770	GO:0006886; GO:0031267; GO:0031267; GO:0042391; GO:0042734; GO:0044325; GO:0048167; GO:0048788; GO:0048791; GO:0050806
LOC111099771	GO:0004118; GO:0005515; GO:0007165; GO:0010754
LOC111099772	GO:0004252; GO:0005789; GO:0042058; GO:0050708
LOC111099773	GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0042127; GO:0048856
LOC111099774	GO:0022857; GO:0055085
LOC111099775	GO:0004601; GO:0004601; GO:0006979; GO:0020037
LOC111099776	GO:0005634; GO:0015630; GO:0060271; GO:0060294; GO:0060294
LOC111099778	GO:0004672; GO:0004672; GO:0005524; GO:0006468
LOC111099779	GO:0005739; GO:0005739; GO:0033615
LOC111099780	GO:0031110
LOC111099781	GO:0000149; GO:0005484; GO:0005484; GO:0006886; GO:0006886; GO:0006906; GO:0008021; GO:0012505; GO:0016020; GO:0016192; GO:0031201; GO:0048278
LOC111099785	GO:0003924; GO:0003924; GO:0005525; GO:0005525; GO:0005886; GO:0007165; GO:0019003
LOC111099792	GO:0000492; GO:0000812; GO:0003678; GO:0005524; GO:0006338; GO:0006357; GO:0016573; GO:0016887; GO:0031011; GO:0035267; GO:0097255
LOC111099794	GO:0007186; GO:0008528; GO:0016020
LOC111099796	GO:0000978; GO:0000981; GO:0000981; GO:0005634; GO:0006357; GO:0030154
LOC111099797	GO:0005515
LOC111099799	GO:0005634
LOC111099801	GO:0005524; GO:0042981; GO:0140662
LOC111099803	GO:0000978; GO:0001228; GO:0005634; GO:0006357
LOC111099808	GO:0005730; GO:0005737; GO:0006364; GO:0030515; GO:0030688
LOC111099811	GO:0005524; GO:0140662
LOC111099812	GO:0004843; GO:0071108; GO:1990380
LOC111099813	GO:0005044
LOC111099814	GO:0003677; GO:0006310; GO:0015074
LOC111099815	GO:0046983
LOC111099816	GO:0000209; GO:0005515; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111099818	GO:0007218; GO:0008188; GO:0016020
LOC111099826	GO:0005811; GO:0016616
LOC111099827	GO:0008270
LOC111099829	GO:0008747; GO:0008840; GO:0019262
LOC111099835	GO:0005634; GO:0008380
LOC111099836	GO:0016829
LOC111099837	GO:0008747; GO:0008840; GO:0019262
LOC111099841	GO:0005515
LOC111099845	GO:0030246
LOC111099846	GO:0007219; GO:0016567
LOC111099849	GO:0003676
LOC111099851	GO:0005507; GO:0005886; GO:0006826; GO:0016491; GO:0016491
LOC111099857	GO:0000049; GO:0004818; GO:0004818; GO:0005524; GO:0006424; GO:0006424; GO:0008270
LOC111099858	GO:0005044
LOC111099859	GO:0004930; GO:0005886; GO:0007189
LOC111099862	GO:0005576; GO:0030414
LOC111099864	GO:0000209; GO:0005515; GO:0008270; GO:0043161; GO:0061630
LOC111099865	GO:0004601; GO:0004601; GO:0006979; GO:0020037
LOC111099870	GO:0004857; GO:0005737; GO:0007165; GO:0019208; GO:0019208; GO:0019901
LOC111099873	GO:0003735; GO:0005763; GO:0032543
LOC111099876	GO:0005886
LOC111099881	GO:0004198; GO:0004198; GO:0005737; GO:0006508; GO:0006508
LOC111099882	GO:0001678; GO:0001678; GO:0004340; GO:0005524; GO:0005524; GO:0005536; GO:0005536; GO:0005739; GO:0005829; GO:0006096; GO:0008865; GO:0019158; GO:0051156
LOC111099883	GO:0005737; GO:0019207; GO:0051018; GO:0060828
LOC111099886	GO:0005737; GO:0015031
LOC111099887	GO:0005515; GO:0030687
LOC111099893	GO:0005524; GO:0140662
LOC111099895	GO:0038023
LOC111099896	GO:0038023
LOC111099898	GO:0005515; GO:0005615
LOC111099899	GO:0005911; GO:0050839; GO:0098609
LOC111099900	GO:0000815; GO:0005771; GO:0015031; GO:0032509; GO:0045324
LOC111099903	GO:0043565
LOC111099904	GO:0000062; GO:0000062; GO:0006631
LOC111099909	GO:0000981; GO:0003677; GO:0006355; GO:0007417; GO:0007420; GO:0030182
LOC111099914	GO:0000209; GO:0005515; GO:0008270; GO:0043161; GO:0061630
LOC111099915	GO:0000209; GO:0005515; GO:0043161; GO:0061630
LOC111099917	GO:0008270
LOC111099918	GO:0005515; GO:0006623; GO:0007005; GO:0019898; GO:0045053
LOC111099921	GO:0016747
LOC111099922	GO:0000398; GO:0003723; GO:0003723; GO:0005684; GO:0005686
LOC111099925	GO:0005634; GO:0005634; GO:0006357
LOC111099927	GO:0004601; GO:0004601; GO:0006979; GO:0020037
LOC111099932	GO:0006486; GO:0016020; GO:0016757; GO:0016757
LOC111099933	GO:0005509
LOC111099934	GO:0000045; GO:0002218; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709
LOC111099936	GO:0005515; GO:0005615
LOC111099937	GO:0005515
LOC111099938	GO:0005911; GO:0050839; GO:0098609
LOC111099940	GO:0003700; GO:0006508; GO:0008234; GO:0008270
LOC111099941	GO:0006820; GO:0022857; GO:0022857; GO:0055085
LOC111099945	GO:0047777; GO:0106064
LOC111099949	GO:0006486; GO:0006486; GO:0016020; GO:0016020; GO:0016758; GO:0016758
LOC111099952	GO:0005507; GO:0005886; GO:0006826; GO:0016491; GO:0016491
LOC111099953	GO:0016020; GO:0016020
LOC111099954	GO:0005515
LOC111099956	GO:0000030; GO:0005515; GO:0005783; GO:0035269
LOC111099958	GO:0000776; GO:0031511; GO:0034508
LOC111099959	GO:0005515; GO:0005737; GO:0035556
LOC111099961	GO:0005515; GO:0005615
LOC111099964	GO:0038023
LOC111099965	GO:0005515; GO:0005886
LOC111099968	GO:0000978; GO:0001228; GO:0045944
LOC111099975	GO:0004850; GO:0004850; GO:0005737; GO:0005829; GO:0006218; GO:0009166
LOC111099980	GO:0004857; GO:0005737; GO:0007165; GO:0019208; GO:0019208; GO:0019901
LOC111099981	GO:0005515
LOC111099982	GO:0005634; GO:0005737; GO:0031146; GO:0097602
LOC111099983	GO:0003735; GO:0005763; GO:0032543
LOC111099985	GO:0005506; GO:0005737; GO:0006082; GO:0006805; GO:0016712; GO:0020037; GO:0020037; GO:0043231
LOC111099987	GO:0005249; GO:0005249; GO:0006813; GO:0006813; GO:0016020; GO:0016020; GO:0055085
LOC111099995	GO:0003989; GO:0003989; GO:0005524; GO:0006633; GO:0046872
LOC111099998	GO:0005576; GO:0008061
LOC111100001	GO:0008270
LOC111100005	GO:0005515
LOC111100006	GO:0005516; GO:0005516; GO:0005886; GO:0016286; GO:0016286; GO:0043005; GO:0043025; GO:0071805
LOC111100011	GO:0016020; GO:0033180; GO:0042981; GO:0046961; GO:1902600
LOC111100012	GO:0000813; GO:0008333; GO:0015031; GO:0036211; GO:0043130
LOC111100013	GO:0001607; GO:0005886; GO:0007218
LOC111100020	GO:0005525
LOC111100024	GO:0000209; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111100025	GO:0004222; GO:0006508
LOC111100026	GO:0006508; GO:0008234
LOC111100029	GO:0005385; GO:0006882; GO:0016020; GO:0071578
LOC111100032	GO:0005886; GO:0007166; GO:0007188; GO:0008528; GO:0017046
LOC111100033	GO:0005516; GO:0005516; GO:0005886; GO:0016286; GO:0016286; GO:0043005; GO:0043025; GO:0071805
LOC111100034	GO:0004713; GO:0005524; GO:0005634; GO:0006468; GO:0006468; GO:0043484
LOC111100035	GO:0008270
LOC111100036	GO:0008270
LOC111100037	GO:0003723; GO:0003723; GO:0005576; GO:0006401; GO:0033897; GO:0033897
LOC111100040	GO:0005886; GO:0006810; GO:0010960; GO:0022857
LOC111100042	GO:0003746; GO:0003746; GO:0003924; GO:0003924; GO:0005525; GO:0005739; GO:0070125
LOC111100043	GO:0005515
LOC111100044	GO:0002181; GO:0005737; GO:0008175; GO:0008175; GO:0030488
LOC111100046	GO:0008146; GO:0008146; GO:0016020; GO:0016020; GO:0016051
LOC111100047	GO:0046332
LOC111100050	GO:0005737; GO:0006470; GO:0008330; GO:0017017; GO:0043409
LOC111100052	GO:0003676; GO:0008270; GO:0015074
LOC111100053	GO:0016020
LOC111100055	GO:0016020
LOC111100064	GO:0005515; GO:0042981
LOC111100065	GO:0004740; GO:0005739; GO:0006468; GO:0010906
LOC111100066	GO:0005911; GO:0050839; GO:0098609
LOC111100071	GO:0003676; GO:0015074
LOC111100075	GO:0004930; GO:0007186; GO:0016020
LOC111100079	GO:0005911; GO:0050839; GO:0098609
LOC111100080	GO:0005515
LOC111100081	GO:0005911; GO:0050839; GO:0098609
LOC111100085	GO:0000785; GO:0003682; GO:0005634; GO:0005634; GO:0006334; GO:0006334; GO:0042393
LOC111100088	GO:0007218; GO:0008188; GO:0016020
LOC111100089	GO:0035556
LOC111100090	GO:0008374; GO:0008374; GO:0031966; GO:0044255; GO:0044255
LOC111100092	GO:0004672; GO:0005515; GO:0005524; GO:0006468
LOC111100095	GO:0008270
